fname,lname,age,exercise,hours,grade,address,hours_normalizada,gender_male
Dai,Powell,17,4,16,99.0,"7950 Lookout Drive , Pensacola, FL 32503",0.8,0
Maisie,Barton,16,2,13,81.4,"602 Snake Hill Dr. , Buckeye, AZ 85326",0.65,0
Jillian,Reynolds,18,2,7,66.6,"Nashville, TN 37205, 188 Birchpond Drive ",0.35000000000000003,0
Garth,Battle,16,4,12,81.1,"274 High Noon Avenue , Chesapeake, VA 23320",0.6000000000000001,1
Charissa,Waters,15,4,9,86.2,"Windsor Mill, MD 21244, 9604 East John St. ",0.45,0
Morgan,Dejesus,14,2,12,85.2,"Addison, IL 60101, 2 Jockey Hollow St. ",0.6000000000000001,0
Tobias,Newton,18,2,13,87.1,"7 Miles Rd. , West Roxbury, MA 02132",0.65,1
Phelan,Mathis,19,3,14,87.4,"583 Birch Hill Street , Plainfield, NJ 07060",0.7000000000000001,1
Keaton,Heath,17,5,6,73.9,"959 Glen Eagles Drive , Somerset, NJ 08873",0.30000000000000004,1
Victoria,Rojas,18,2,9,80.4,"29 Pleasant Drive , Vicksburg, MS 39180",0.45,0
August,Bass,18,1,14,80.2,"Piedmont, SC 29673, 309 Fieldstone Drive ",0.7000000000000001,1
Laurel,Bowman,19,5,10,91.0,"Powell, TN 37849, 36 Mayfield St. ",0.5,0
Cameron,Marks,18,3,6,76.5,"58 West Bridgeton St. , Long Beach, NY 11561",0.30000000000000004,0
Nolan,Doyle,19,3,10,86.6,"9418 Heritage Road , Champlin, MN 55316",0.5,1
Dolan,Guy,15,4,13,95.8,"346 Littleton Dr. , Murfreesboro, TN 37128",0.65,1
Zenia,Rhodes,16,5,11,92.0,"Miami Gardens, FL 33056, 954 York St. ",0.55,0
Mia,Goodman,19,4,4,65.8,"Thomasville, NC 27360, 7087 Shub Farm St. ",0.2,0
Mona,Hull,16,3,10,73.6,"79 Park Street , Middle Village, NY 11379",0.5,0
Hayley,Davis,17,3,15,96.0,"Toledo, OH 43612, 48 S. Ketch Harbour St. ",0.75,0
Alexandra,Bowen,18,4,15,98.2,"Collegeville, PA 19426, 907 Union Drive ",0.75,0
Ria,Cannon,14,5,16,100.0,"Stockbridge, GA 30281, 713 Foxrun Avenue ",0.8,0
Tara,Gilliam,16,2,5,63.4,"853 Beech Rd. , Anderson, SC 29621",0.25,0
Hadley,Faulkner,18,3,11,83.5,"54 Grove Street , Buffalo Grove, IL 60089",0.55,0
Mohammad,Middleton,19,4,12,87.2,"Winter Garden, FL 34787, 824 Creek Street ",0.6000000000000001,1
Barrett,Randall,18,1,14,88.6,"Albany, NY 12203, 7501 Gregory Court ",0.7000000000000001,1
Lester,Mendoza,18,1,7,62.7,"598 Mayflower Ave. , Calhoun, GA 30701",0.35000000000000003,1
Myles,Farmer,19,2,19,100.0,"Vista, CA 92083, 76 Primrose Street ",0.9500000000000001,1
Katelyn,Galloway,17,1,13,82.1,"47 Mayflower Dr. , Flemington, NJ 08822",0.65,0
Vivien,Henderson,17,3,12,87.9,"7 Shub Farm Ave. , Derby, KS 67037",0.6000000000000001,0
Nina,Salazar,17,4,14,92.4,"376 Lantern Street , Oxnard, CA 93035",0.7000000000000001,0
Hillary,Joyner,15,3,10,75.2,"8923 Windfall Drive , Chevy Chase, MD 20815",0.5,0
Samson,Spears,19,3,10,80.4,"285 Rose St. , Monroe, NY 10950",0.5,1
Xerxes,Mooney,17,1,2,70.4,"901 East Baker Ave. , Pottstown, PA 19464",0.1,0
Porter,Rowland,19,2,5,61.2,"45 Ridgewood Lane , Barberton, OH 44203",0.25,1
Ann,Medina,15,4,17,92.3,"New Albany, IN 47150, 42 Hudson Ave. ",0.8500000000000001,0
Bryar,Wiggins,17,4,6,73.3,"Dearborn, MI 48124, 76 Bridle Lane ",0.30000000000000004,0
Thane,Yates,16,3,8,76.8,"9600 S. Main Lane , Absecon, NJ 08205",0.4,1
Yoko,Hurley,15,4,12,84.2,"751 Hanover Street , Circle Pines, MN 55014",0.6000000000000001,0
Perry,Hudson,18,3,10,71.8,"Palm City, FL 34990, 8637 Brandywine Ave. ",0.5,1
Adam,Gordon,14,2,5,70.1,"8 Willow Ave. , Upper Darby, PA 19082",0.25,1
Clare,Clarke,19,3,8,74.0,"890 Mechanic Avenue , Sylvania, OH 43560",0.4,0
Evangeline,Haley,16,5,12,94.3,"Glendale Heights, IL 60139, 79 Schoolhouse Drive ",0.6000000000000001,0
Eric,Palmer,15,4,10,90.9,"New Brunswick, NJ 08901, 85 Ryan St. ",0.5,1
Sloane,Gill,18,1,18,96.5,"8801 Briarwood Rd. , Joliet, IL 60435",0.9,0
Knox,Kane,15,4,18,100.0,"Akron, OH 44312, 700 Chapel St. ",0.9,1
Simon,Carson,19,4,3,68.8,"27 North Surrey Street , Key West, FL 33040",0.15000000000000002,1
Gareth,Heath,18,1,15,80.8,"879 Rockwell St. , Fair Lawn, NJ 07410",0.75,1
Linda,Conner,16,3,12,86.3,"872 Fieldstone Lane , Englishtown, NJ 07726",0.6000000000000001,0
Arsenio,Mcleod,17,3,5,64.0,"346 Court Dr. , Shrewsbury, MA 01545",0.25,1
Debra,Graham,19,5,8,74.7,"768 Albany St. , Fairfax, VA 22030",0.4,0
Andrew,Wooten,16,3,12,77.6,"370 North Ryan Drive , Rossville, GA 30741",0.6000000000000001,1
Nasim,Stuart,17,1,11,72.4,"Whitestone, NY 11357, 96 Grant Road ",0.55,1
Tiger,Merritt,16,2,14,85.3,"514 N. Greenview Road , Clearwater, FL 33756",0.7000000000000001,1
Forrest,Valentine,18,1,6,65.9,"9656 North Beechwood Drive , Morgantown, WV 26508",0.30000000000000004,1
Reese,Mitchell,16,4,17,92.2,"22 Bedford Street , Lapeer, MI 48446",0.8500000000000001,1
Abraham,Kent,19,2,5,62.6,"Richmond Hill, NY 11418, 660 North Pennsylvania St. ",0.25,1
Malcolm,Beach,18,4,14,99.2,"665 Lantern St. , Canyon Country, CA 91387",0.7000000000000001,1
Herman,Landry,15,2,3,65.9,"8314 St Margarets St. , Fayetteville, NC 28303",0.15000000000000002,1
Jayme,Cantu,16,3,6,65.1,"606 Shady Dr. , Manitowoc, WI 54220",0.30000000000000004,0
Duncan,Noel,16,5,9,84.1,"22 Myers Dr. , Horn Lake, MS 38637",0.45,1
Quamar,Spears,16,4,7,74.2,"94 Edgewater Drive , Villa Rica, GA 30180",0.35000000000000003,1
Mara,Hendrix,19,1,9,73.0,"646 Princess Street , Lake Charles, LA 70605",0.45,0
Brian,Hale,14,5,17,97.8,"Manitowoc, WI 54220, 7596 Durham St. ",0.8500000000000001,1
Nerea,Daugherty,15,2,15,90.1,"Huntington, NY 11743, 8182 Alton Ave. ",0.75,0
India,Foreman,19,4,10,80.1,"891 Shirley Ave. , Key West, FL 33040",0.5,0
Tara,Copeland,16,2,15,84.2,"506 Roosevelt Rd. , Eastlake, OH 44095",0.75,0
Guinevere,Barnett,17,1,20,92.2,"Lynnwood, WA 98037, 406 Trout Street ",1.0,0
Alexander,Riley,15,3,10,82.8,"9287 Sleepy Hollow Court , Carol Stream, IL 60188",0.5,1
Logan,Kirby,16,1,6,73.1,"497 Leatherwood Ave. , Saint Augustine, FL 32084",0.30000000000000004,1
Ariana,Glass,19,5,11,90.8,"Willoughby, OH 44094, 7521 Myrtle St. ",0.55,0
Rhea,Cantrell,19,4,12,81.3,"Garner, NC 27529, 7492 Poor House Ave. ",0.6000000000000001,0
Quon,Brewer,14,3,9,79.2,"Winston Salem, NC 27103, 7691 Second Street ",0.45,0
Sonya,Jordan,19,4,8,80.3,"Vista, CA 92083, 939 Catherine Ave. ",0.4,0
Reece,Lott,17,3,11,76.1,"263 Princess Lane , Baldwin, NY 11510",0.55,1
Slade,Lucas,18,1,14,89.5,"Ontario, CA 91762, 9880 Bridge Court ",0.7000000000000001,1
Kelly,Kent,15,1,15,92.4,"Tallahassee, FL 32303, 8606 Amherst Court ",0.75,0
Hayes,Ware,16,1,17,84.9,"Villa Park, IL 60181, 245 Holly Street ",0.8500000000000001,1
Kieran,Martinez,14,3,4,60.8,"9 W. 3rd Street , Lady Lake, FL 32159",0.2,1
Laura,Park,16,5,8,78.4,"Riverview, FL 33569, 8493 Addison Dr. ",0.4,0
Chancellor,Graves,18,1,9,83.4,"568 Primrose St. , Macomb, MI 48042",0.45,1
Brett,Wilder,17,4,7,71.4,"283 East Stonybrook St. , Fayetteville, NC 28303",0.35000000000000003,1
Abra,Neal,16,1,14,80.1,"Coraopolis, PA 15108, 41 Spruce Ave. ",0.7000000000000001,0
John,Olsen,15,3,11,77.4,"6 Briarwood St. , Henderson, KY 42420",0.55,1
Madonna,Barrera,16,3,16,85.2,"Stow, OH 44224, 18 S. Westport Ave. ",0.8,0
Cedric,Horton,16,2,15,91.8,"9676 Rockcrest St. , Hendersonville, NC 28792",0.75,1
Rudyard,Banks,19,2,9,75.4,"7935 North Homewood St. , Canyon Country, CA 91387",0.45,1
Gabriel,Chapman,16,1,9,86.3,"7 Walt Whitman Rd. , Falls Church, VA 22041",0.45,1
Tanek,Mooney,15,4,12,79.8,"115 Lawrence St. , Inman, SC 29349",0.6000000000000001,1
Dane,Carter,16,2,18,94.9,"Cranston, RI 02920, 43 Cedar Street ",0.9,1
Whoopi,Lane,17,4,11,89.7,"Severn, MD 21144, 9354 Marsh Street ",0.55,0
Karen,Mejia,17,4,17,88.7,"9067 Tailwater Street , Ashburn, VA 20147",0.8500000000000001,0
Addison,Horne,16,2,10,81.8,"4 County St. , Culpeper, VA 22701",0.5,1
Eliana,Todd,14,5,5,74.8,"Milledgeville, GA 31061, 217 E. Sulphur Springs Drive ",0.25,0
Evan,Shelton,17,4,13,91.1,"3 School St. , Forest Hills, NY 11375",0.65,1
Jaquelyn,Rodriguez,14,4,7,66.8,"40 John St. , Erlanger, KY 41018",0.35000000000000003,0
Doris,Cross,17,2,8,82.5,"166 4th Ave. , Clinton Township, MI 48035",0.4,0
Acton,Conley,19,5,12,79.5,"24 Birchpond Drive , Fremont, OH 43420",0.6000000000000001,1
Nyssa,Vincent,14,2,6,73.1,"7567 Stonybrook Dr. , Mount Pleasant, SC 29464",0.30000000000000004,0
Phillip,Cunningham,18,4,3,74.6,"9438 Riverview St. , Omaha, NE 68107",0.15000000000000002,1
Edan,Rush,18,4,9,74.1,"20 Glenridge Street , Warminster, PA 18974",0.45,1
Hanna,Guzman,19,3,15,91.3,"Gastonia, NC 28052, 179 Glen Eagles St. ",0.75,0
Shad,Reilly,16,3,16,86.7,"38 Bradford Street , Rome, NY 13440",0.8,1
Rahim,Tucker,14,4,8,76.2,"Streamwood, IL 60107, 386 North Tallwood St. ",0.4,1
Kitra,Michael,16,5,16,92.3,"92 Catherine St. , Port Richey, FL 34668",0.8,0
Illana,Mcmahon,18,4,10,77.5,"773 Sleepy Hollow Avenue , Clover, SC 29710",0.5,0
Linda,Underwood,15,5,8,83.7,"28 Lantern St. , Fairhope, AL 36532",0.4,0
Illiana,Donaldson,17,5,19,93.6,"419 South Newport Dr. , Fernandina Beach, FL 32034",0.9500000000000001,0
Rogan,Orr,19,2,12,89.2,"Findlay, OH 45840, 603 Linda St. ",0.6000000000000001,1
Tucker,Blair,18,1,10,74.7,"9444 Bridge Street , Solon, OH 44139",0.5,1
Brock,Knight,18,5,11,83.4,"Bel Air, MD 21014, 9890 Euclid Dr. ",0.55,1
Lane,Villarreal,18,1,8,76.0,"411 Lawrence Drive , Hollywood, FL 33020",0.4,1
Ila,Pratt,19,2,7,79.5,"640 Pawnee Lane , North Kingstown, RI 02852",0.35000000000000003,0
Aristotle,Lang,15,3,13,77.3,"80 Cambridge Street , Pewaukee, WI 53072",0.65,1
Todd,Erickson,15,5,6,69.8,"87 S. Spring St. , Ashland, OH 44805",0.30000000000000004,1
Blythe,Snyder,16,4,18,100.0,"9165 Madison St. , Coram, NY 11727",0.9,0
Lunea,Vazquez,14,5,6,74.8,"537 Joy Ridge Dr. , Alabaster, AL 35007",0.30000000000000004,0
Azalia,Ward,14,4,12,91.2,"5 Sage Ave. , Appleton, WI 54911",0.6000000000000001,0
Yael,Hardin,15,1,19,91.4,"51 West Cardinal St. , Uniontown, PA 15401",0.9500000000000001,0
Karen,Colon,15,2,10,83.5,"Lockport, NY 14094, 835 Homestead Court ",0.5,0
Valentine,Morton,14,4,15,89.7,"Springfield, PA 19064, 995 Thompson Street ",0.75,1
Brock,Espinoza,17,3,15,82.9,"29 East Pleasant St. , Titusville, FL 32780",0.75,1
Ray,Coffey,14,3,16,89.4,"Coraopolis, PA 15108, 454 Jennings St. ",0.8,1
Ray,Holloway,15,3,12,91.8,"10 Prairie Street , New Bern, NC 28560",0.6000000000000001,1
Hayfa,Richmond,19,5,15,91.6,"384 Acacia Ave. , Ormond Beach, FL 32174",0.75,0
Orlando,Stanley,15,3,9,86.1,"852 Wild Rose Ave. , Bozeman, MT 59715",0.45,1
Jaden,Hogan,14,5,14,94.8,"866 Santa Clara Dr. , Warminster, PA 18974",0.7000000000000001,0
Jordan,Foster,18,3,8,86.9,"Farmingdale, NY 11735, 149 Forest St. ",0.4,0
Amber,Greene,16,4,5,78.0,"977 Roosevelt St. , Wyandotte, MI 48192",0.25,0
Xanthus,Franks,18,3,8,72.2,"Gulfport, MS 39503, 32 Marsh Street ",0.4,1
Selma,Stout,19,2,3,59.4,"9755 Shipley Dr. , Canton, GA 30114",0.15000000000000002,0
Fleur,Snider,18,3,18,97.3,"405 West Sheffield St. , Little Falls, NJ 07424",0.9,0
Carl,Nelson,14,1,15,95.2,"8698 Dogwood St. , Suwanee, GA 30024",0.75,1
Keegan,Richardson,18,1,3,66.2,"Aliquippa, PA 15001, 198 Virginia Street ",0.15000000000000002,1
Rudyard,Parsons,17,1,10,82.7,"Raleigh, NC 27603, 73 Howard Street ",0.5,1
Lance,Doyle,18,2,9,70.6,"185 North Clark Street , Burke, VA 22015",0.45,1
Arthur,Nieves,14,3,0,76.8,"98 Golden Star Ave. , Glendale, AZ 85302",0.0,1
Isaiah,Hendricks,17,3,7,69.9,"7054 E. Bow Ridge St. , Mansfield, MA 02048",0.35000000000000003,1
Justine,Nolan,16,5,5,72.8,"Oxon Hill, MD 20745, 265 NW. Liberty Ave. ",0.25,0
Levi,Atkins,16,4,8,72.8,"9143 Kent Road , Attleboro, MA 02703",0.4,1
Jakeem,Lynch,14,4,5,78.8,"349 Court Street , Long Beach, NY 11561",0.25,1
Olivia,Craig,14,4,3,60.6,"Elizabeth, NJ 07202, 984 E. Rockville Road ",0.15000000000000002,0
Dylan,Delaney,14,4,5,64.3,"642 Sierra Lane , Whitehall, PA 18052",0.25,1
Emerson,Sparks,14,3,10,76.1,"10 Peg Shop Street , Sun Prairie, WI 53590",0.5,1
Echo,Bird,14,2,6,76.5,"Roanoke, VA 24012, 2 Adams Dr. ",0.30000000000000004,0
Devin,Rodriguez,19,1,14,83.4,"242 High Ridge Dr. , New Windsor, NY 12553",0.7000000000000001,1
Georgia,Castaneda,14,3,10,78.4,"8914 Edgefield Street , Cheshire, CT 06410",0.5,0
Darryl,Baird,14,2,7,64.3,"26 N. Elmwood Street , Blacksburg, VA 24060",0.35000000000000003,0
Leo,Roach,19,1,13,75.8,"58 Magnolia Ave. , Milledgeville, GA 31061",0.65,1
Magee,Berger,14,0,13,91.1,"South Lyon, MI 48178, 7204 Mammoth Road ",0.65,1
Clare,Wyatt,16,5,10,74.1,"Huntley, IL 60142, 383 Indian Summer St. ",0.5,0
Chaney,Edwards,14,2,9,75.8,"Bedford, OH 44146, 147 Kingston St. ",0.45,1
Kyla,Garner,18,2,4,70.9,"916 Heather St. , Martinsville, VA 24112",0.2,0
Leroy,Morrow,19,2,9,71.2,"23 Ridgeview Drive , Laurel, MD 20707",0.45,1
Marshall,Erickson,18,3,11,77.8,"Bluffton, SC 29910, 583 Schoolhouse Ave. ",0.55,1
Logan,Mccarty,17,2,9,81.7,"9637 Gulf Street , Ocean Springs, MS 39564",0.45,1
Hamish,Parker,16,5,6,65.9,"7598 Manor Station Street , Palatine, IL 60067",0.30000000000000004,1
Illiana,Kirby,19,5,12,84.8,"163 Lake Avenue , Ridgefield, CT 06877",0.6000000000000001,0
Brenda,Gates,16,2,7,73.0,"769 Thorne Street , Key West, FL 33040",0.35000000000000003,0
Elmo,Roy,18,1,10,78.4,"5 South Nut Swamp Lane , Rolla, MO 65401",0.5,1
Willa,Byers,14,2,4,59.2,"Morgantown, WV 26508, 8253 Elmwood St. ",0.2,0
Naida,Carrillo,18,2,5,75.9,"Pelham, AL 35124, 8907 Green Hill Ave. ",0.25,0
Sydney,Blackburn,15,3,8,75.7,"248 Hillcrest St. , Hopewell, VA 23860",0.4,0
Brandon,Myers,19,2,12,78.6,"Omaha, NE 68107, 784 Honey Creek Lane ",0.6000000000000001,1
Malik,Pratt,19,1,14,87.5,"Cordova, TN 38016, 804 Andover Lane ",0.7000000000000001,1
Dai,Richardson,16,2,15,84.5,"613 Henry Smith Ave. , Flushing, NY 11354",0.75,0
Thane,Collins,19,1,6,76.9,"7905 Gates Road , Pottstown, PA 19464",0.30000000000000004,1
Clark,Maynard,16,1,7,66.9,"46 West Durham St. , Spring Valley, NY 10977",0.35000000000000003,1
Bevis,Gray,15,1,16,94.8,"8621 Birch Hill St. , Fresh Meadows, NY 11365",0.8,1
Pascale,Browning,16,4,9,89.2,"873 Pheasant Ave. , Pearl, MS 39208",0.45,0
Zorita,Ashley,19,1,13,80.4,"219 Green Hill St. , Alpharetta, GA 30004",0.65,0
Jerry,Short,17,5,6,78.2,"692 Winchester Court , Fort Walton Beach, FL 32547",0.30000000000000004,1
Hyatt,Mcintosh,19,3,11,82.3,"979 George Drive , Pasadena, MD 21122",0.55,1
Perry,Hopper,16,2,15,81.8,"31 Walnutwood Dr. , South Ozone Park, NY 11420",0.75,1
Lance,Rush,17,4,15,98.5,"638 State Street , Asheville, NC 28803",0.75,1
Declan,Macias,14,2,14,83.2,"9266 Winchester Ave. , West Islip, NY 11795",0.7000000000000001,1
Geraldine,Brooks,19,1,10,79.0,"Bayside, NY 11361, 467 Hilldale Street ",0.5,0
Adara,Fernandez,15,5,13,98.5,"Elgin, IL 60120, 9618 Cherry Hill Court ",0.65,0
Whoopi,Hunter,15,4,14,94.8,"435 Bow Ridge Drive , Clermont, FL 34711",0.7000000000000001,0
Lara,Newton,17,4,12,86.0,"8457 Annadale Drive , Palmetto, FL 34221",0.6000000000000001,0
Rigel,Johnson,17,4,8,82.1,"41 San Pablo Street , Newport News, VA 23601",0.4,1
Raja,Sims,18,5,17,89.7,"Abingdon, MD 21009, 488 W. Euclid Drive ",0.8500000000000001,1
Kiona,Hernandez,14,2,9,84.3,"Toledo, OH 43612, 63 Johnson St. ",0.45,0
Jade,Cline,15,4,8,75.1,"9095 NW. St Paul St. , Bethesda, MD 20814",0.4,0
Tana,Sloan,19,5,11,92.1,"9696 Williams Avenue , Kaukauna, WI 54130",0.55,0
Luke,Hayes,18,2,10,88.0,"791 Cedar Street , Chelmsford, MA 01824",0.5,1
Regan,Mcintosh,17,3,15,97.2,"Helena, MT 59601, 542 North Applegate Rd. ",0.75,0
Mufutau,Valentine,14,2,11,75.3,"Salt Lake City, UT 84119, 219 Williams Ave. ",0.55,1
Justina,Mcgowan,15,1,8,73.6,"Midland, MI 48640, 9869 Wakehurst Ave. ",0.4,0
Ruby,Sutton,14,5,9,79.4,"14 E. Pleasant Dr. , Brick, NJ 08723",0.45,0
Tucker,Coleman,16,4,17,95.6,"9 Vine St. , Wyoming, MI 49509",0.8500000000000001,1
Kylan,Rosa,17,5,12,84.0,"Tampa, FL 33604, 337 W. Center Lane ",0.6000000000000001,0
Valentine,Cummings,14,5,19,100.0,"675 W. Baker Ave. , Fair Lawn, NJ 07410",0.9500000000000001,1
Cheyenne,Vincent,18,5,11,81.8,"7273 Mayfair Street , Trumbull, CT 06611",0.55,0
Cleo,Romero,16,2,17,93.9,"Staten Island, NY 10301, 286 Edgefield St. ",0.8500000000000001,0
Tarik,Winters,15,5,13,92.5,"2 Poor House Street , Lake In The Hills, IL 60156",0.65,1
Sylvester,Newton,14,3,11,81.0,"736 Valley Farms St. , Jersey City, NJ 07302",0.55,1
Samuel,Green,15,5,11,85.6,"Clementon, NJ 08021, 37 Golden Star St. ",0.55,1
Gary,Bradford,17,4,9,73.9,"96 Henry Dr. , Crawfordsville, IN 47933",0.45,1
Whoopi,Strickland,16,4,9,80.2,"Piqua, OH 45356, 9380 Oak Valley Dr. ",0.45,0
Melyssa,Garner,17,1,6,71.3,"Stamford, CT 06902, 8896 Hudson Street ",0.30000000000000004,0
Barclay,Nichols,19,0,2,66.3,"282 Westminster Dr. , Bedford, OH 44146",0.1,1
Georgia,Fuentes,16,4,8,75.3,"464 Woodland Ave. , Wheeling, WV 26003",0.4,0
Dara,Fleming,18,2,15,99.6,"Phoenixville, PA 19460, 60 Squaw Creek St. ",0.75,0
Lacy,Arnold,19,4,6,82.2,"7451 Magnolia Rd. , Staten Island, NY 10301",0.30000000000000004,0
Cameron,David,14,2,10,84.5,"Kalispell, MT 59901, 8270 Bow Ridge Street ",0.5,1
Caldwell,Russell,16,3,12,91.2,"Woodbridge, VA 22191, 295 W. Silver Spear St. ",0.6000000000000001,1
Oliver,Oconnor,17,4,12,91.1,"53 Third Court , Ephrata, PA 17522",0.6000000000000001,1
Samuel,Beasley,19,1,15,90.6,"932 Ridgewood St. , Tuscaloosa, AL 35405",0.75,1
Shana,Conner,16,2,12,81.5,"138 S. Bay Meadows Road , Santa Monica, CA 90403",0.6000000000000001,0
Dexter,Kramer,17,4,16,97.7,"Clemmons, NC 27012, 4 Greystone Court ",0.8,1
Griffith,Swanson,19,4,4,78.5,"61 Alton Street , Plainview, NY 11803",0.2,1
Chava,Barlow,17,3,15,91.6,"Reading, MA 01867, 96 Oklahoma Rd. ",0.75,0
Oprah,Walker,19,2,6,69.7,"Staten Island, NY 10301, 9052 Mayfield St. ",0.30000000000000004,0
Brian,Hawkins,15,5,8,69.7,"8145 S. Rockledge Drive , Southington, CT 06489",0.4,1
Shannon,Whitley,19,1,10,78.1,"98 Westminster St. , New Windsor, NY 12553",0.5,0
Martin,Macdonald,17,2,7,76.7,"Royersford, PA 19468, 816 Leatherwood St. ",0.35000000000000003,1
Kaitlin,Chen,18,3,12,79.5,"876 Broad St. , Kearny, NJ 07032",0.6000000000000001,0
Linus,Downs,18,4,7,73.4,"779 Riverside Drive , Wilmington, MA 01887",0.35000000000000003,1
Yoko,Castro,16,3,10,83.1,"Royal Oak, MI 48067, 88 Applegate Drive ",0.5,0
Gregory,Evans,14,1,13,88.0,"47 N. Spruce Rd. , Bethel Park, PA 15102",0.65,1
Erica,Bond,15,3,16,100.0,"Goose Creek, SC 29445, 96 Gainsway St. ",0.8,0
Uriah,Jordan,14,2,10,74.4,"7284 Jones Avenue , Raleigh, NC 27603",0.5,1
Flynn,Haynes,17,2,11,81.6,"Faribault, MN 55021, 9869 Meadow Ave. ",0.55,1
Cecilia,Santiago,16,4,7,68.2,"Cranberry Twp, PA 16066, 49 Hickory Dr. ",0.35000000000000003,0
Devin,Roberson,14,4,15,99.7,"733 Linda Road , Taunton, MA 02780",0.75,1
Astra,Leonard,16,4,5,69.5,"Merrick, NY 11566, 48 Cedar Swamp Rd. ",0.25,0
Cairo,Cardenas,14,4,13,85.9,"832 Hudson Road , Hixson, TN 37343",0.65,1
Riley,Valdez,16,2,12,79.0,"Elizabethton, TN 37643, 69 Campfire Drive ",0.6000000000000001,0
Nero,Witt,14,3,13,95.5,"6 Addison Street , Southaven, MS 38671",0.65,1
Hyatt,Albert,19,4,15,87.8,"North Haven, CT 06473, 71 Heritage Street ",0.75,1
Arthur,Guerra,16,1,10,81.1,"550 Walnut Street , Mebane, NC 27302",0.5,1
Odette,Jacobson,18,3,14,88.3,"863 North Woodsman Ave. , Wasilla, AK 99654",0.7000000000000001,0
Ivory,Chapman,16,3,8,75.4,"Greensboro, NC 27405, 963 Prince Rd. ",0.4,0
Leonard,Gates,18,5,16,89.7,"290 Meadowbrook Street , King Of Prussia, PA 19406",0.8,1
Veda,Briggs,15,5,8,88.5,"Depew, NY 14043, 997 53rd Ave. ",0.4,0
Lenore,Freeman,18,3,3,76.4,"308 Valley Farms Rd. , San Diego, CA 92111",0.15000000000000002,0
Ori,Gross,14,2,7,77.2,"Waukegan, IL 60085, 8217 East Sunbeam Dr. ",0.35000000000000003,0
Odette,Leonard,17,1,17,96.2,"7306 53rd St. , Homestead, FL 33030",0.8500000000000001,0
Darryl,Lawrence,18,5,13,94.0,"384 Brewery Dr. , Wellington, FL 33414",0.65,0
Kessie,Mcdonald,17,1,2,62.2,"Valrico, FL 33594, 69 Princess Dr. ",0.1,0
Kylie,Rivers,14,5,13,88.2,"Glenside, PA 19038, 87 Baker Rd. ",0.65,0
Fulton,Mullen,15,4,9,72.0,"Calumet City, IL 60409, 7456 Pin Oak Lane ",0.45,1
Gretchen,Reynolds,14,3,15,99.4,"Ocean Springs, MS 39564, 8646 Border Street ",0.75,0
Noah,Chan,19,3,6,74.9,"57 Hanover Street , Randallstown, MD 21133",0.30000000000000004,1
Magee,Sears,15,4,15,100.0,"9 Arrowhead St. , Grayslake, IL 60030",0.75,1
Caldwell,Case,15,3,9,71.9,"9675 Beech Ave. , Faribault, MN 55021",0.45,1
Ciaran,Middleton,17,1,5,73.3,"9404 NE. Elmwood Dr. , Emporia, KS 66801",0.25,1
Chase,Blackwell,17,3,17,95.0,"Lakewood, NJ 08701, 77 Arcadia Court ",0.8500000000000001,1
Abraham,Snider,16,1,4,73.3,"12 San Carlos Rd. , Cookeville, TN 38501",0.2,1
Timothy,Richardson,15,3,14,89.1,"9518 College St. , Cocoa, FL 32927",0.7000000000000001,1
Ignacia,Berger,15,3,17,100.0,"508 Birchpond Dr. , Detroit, MI 48205",0.8500000000000001,0
Octavia,Wilcox,18,3,11,78.4,"86 Atlantic Ave. , Freehold, NJ 07728",0.55,0
Quinn,Gallagher,14,5,18,100.0,"8 Berkshire Road , Fargo, ND 58102",0.9,1
Christian,Herrera,15,4,12,89.4,"Brookline, MA 02446, 7773 Tarkiln Hill Avenue ",0.6000000000000001,1
Jacob,Ewing,15,4,7,74.3,"Brick, NJ 08723, 7430 Cherry Hill Dr. ",0.35000000000000003,1
Ulla,Brennan,17,3,11,83.9,"8284 Shadow Brook Avenue , Toms River, NJ 08753",0.55,0
Zelenia,Vasquez,18,5,14,97.1,"Maplewood, NJ 07040, 9572 North Lakeview Ave. ",0.7000000000000001,0
Geraldine,Bass,14,5,9,84.5,"Tacoma, WA 98444, 8076 Branch Court ",0.45,0
Morgan,Rutledge,15,3,13,92.3,"Nampa, ID 83651, 699 Locust St. ",0.65,0
Morgan,Moreno,17,4,5,73.0,"Piedmont, SC 29673, 81 East 2nd Street ",0.25,0
Vladimir,Casey,15,2,12,83.5,"96 Atlantic Ave. , Severn, MD 21144",0.6000000000000001,1
Michael,Wynn,17,5,11,80.0,"Pasadena, MD 21122, 114 N. Glenridge St. ",0.55,1
Olympia,Long,15,3,10,84.2,"9170 Columbia Road , Canton, GA 30114",0.5,0
Richard,Ross,17,4,11,85.9,"7211 Durham Street , North Wales, PA 19454",0.55,1
Petra,Riley,18,4,4,63.3,"Fredericksburg, VA 22405, 74 Ridge Road ",0.2,0
Kirestin,Sloan,18,1,13,88.1,"702 Wild Rose St. , Depew, NY 14043",0.65,0
Adam,Holloway,14,2,9,82.7,"6 North Wall Street , Great Falls, MT 59404",0.45,1
Moana,Carter,14,5,7,72.3,"Vicksburg, MS 39180, 8183 Lakewood Road ",0.35000000000000003,0
Vielka,Crosby,17,4,18,98.0,"Clarkston, MI 48348, 973 Delaware Dr. ",0.9,0
